CODIGOESTR,ESTRUCT,HORASFUNC1,HORASFUNC2,DIASFUNCME,SUBTIPO,SUBT,Luminaria.BAJOMEDICION,Luminaria.POTENCIA,POTENCIA_2,ALIMENTA_5,ALIM,SUBTIPO_1,TRAF,VOLTAJE,POTENCIA TRAFO,TRAFO,KWH
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,301078,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,301078,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,301078,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,308244,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,302895,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303434,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303434,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303434,36
APO0306,LDPS250PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T12,Guaranda - Cdla. 1° de Mayo,5,Transformador Trifásico en poste,13.8 kV,25,303434,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,175,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,15,302640,63
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,3,303658,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,112.5,303476,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,75,303901,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,112.5,303476,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,303274,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,5,Transformador Trifásico en poste,13.8 kV,75,303901,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,45,303939,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303913,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,175,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,301117,63
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,400,0,03SI060T12,Sicoto - San Pablo,5,Transformador Trifásico en poste,13.8 kV,15,303464,144
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,304763,90
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,175,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,303299,63
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303321,36
APO0309,LCPS100ACC,12,0,100,3,Sodio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,302899,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303271,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303304,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303895,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303559,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,,#N/D,0,#N/D,#N/D,37.5,303910,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,303271,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303301,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,302893,36
APO0309,LCPS100ACC,12,0,100,3,Sodio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,36
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303893,54
APO0310,LCPS150ACC,12,0,100,3,Sodio Abierta,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,21674,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,304821,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303694,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303301,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,303483,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,75,304074,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,303310,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,300055,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303565,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,303599,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,301213,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,5,303308,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,308301,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303893,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303891,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303895,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303693,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303581,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,15,303610,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,1,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0104,LDPM125ACA,12,0,100,2,Mercurio Abierta,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303581,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303697,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,400,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.62 kV,37.5,302802,144
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,1,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,50,303960,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,50,303581,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,15,304082,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),5,Transformador Trifásico en poste,13.2 kV,25,304091,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,1,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),5,Transformador Trifásico en poste,13.2 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),5,Transformador Trifásico en poste,13.2 kV,37.5,302802,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,302887,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303698,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,302893,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,50,303700,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,303482,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303374,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,1,1000,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,50,307347,360
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,175,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,10,302796,63
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,10,304044,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,307158,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303574,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,304089,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,307334,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,45,303467,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.62 kV,37.5,307179,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303463,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,303921,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CA050T11,Caluma-Echeandía,1,Transformador Monofásico en poste,7.62 kV,15,304097,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,25,303478,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,250,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,37.5,301419,90
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.62 kV,15,302651,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.62 kV,5,301351,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,303597,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,304925,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,304925,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,5,303881,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303486,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,301239,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,301239,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,303477,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,10,OID58307,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303374,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,303917,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,303477,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,301392,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,301392,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,301392,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,25,307102,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,307102,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,307102,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,37.5,307179,36
APO0301,LDPS70PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,37.5,307179,36
APO0301,LDPS70PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,50,307347,36
APO0302,LCPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,75,303903,36
APO0301,LDPS70PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,15,303938,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,175,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,15,303938,63
APO0302,LCPS100PCC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,15,303938,90
APO0302,LCPS100PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,37.5,303912,54
APO0202,LDPM175PCC,12,0,100,1,Mercurio Cerrada,0,150,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,5,303634,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,175,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,25,303657,63
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,308313,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,5,303634,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,307347,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,307102,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,307347,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,300041,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,307179,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,307179,54
